KLENDER,crit_lure,related,2,new
SNENDER,list_item,related,1,old
NENDER,list_item,related,1,old
HENDER,list_item,related,1,old
DENDER,list_item,related,1,old
WENDER,list_item,related,1,old
TRENDER,list_item,related,1,old
DATOP,crit_lure,related,2,new
FRATOP,list_item,related,1,old
SATOP,list_item,related,1,old
DRATOP,list_item,related,1,old
TRATOP,list_item,related,1,old
TATOP,list_item,related,1,old
SNATOP,list_item,related,1,old
KIGIN,crit_lure,related,2,new
DRIGIN,list_item,related,1,old
TIGIN,list_item,related,1,old
PRIGIN,list_item,related,1,old
TRIGIN,list_item,related,1,old
DIGIN,list_item,related,1,old
HIGIN,list_item,related,1,old
VALKY,crit_lure,related,2,new
KLALKY,list_item,related,1,old
PHALKY,list_item,related,1,old
FLALKY,list_item,related,1,old
KRALKY,list_item,related,1,old
PRALKY,list_item,related,1,old
GALKY,list_item,related,1,old
SHEDI,crit_lure,related,2,new
PHEDI,list_item,related,1,old
NEDI,list_item,related,1,old
KEDI,list_item,related,1,old
BREDI,list_item,related,1,old
HEDI,list_item,related,1,old
KLEDI,list_item,related,1,old
PRESKTO,crit_lure,related,2,new
SHESKTO,list_item,related,1,old
JESKTO,list_item,related,1,old
GRESKTO,list_item,related,1,old
MESKTO,list_item,related,1,old
KLESKTO,list_item,related,1,old
SNESKTO,list_item,related,1,old
WECK,crit_lure,related,2,new
CRECK,list_item,related,1,old
BLECK,list_item,related,1,old
FRECK,list_item,related,1,old
BRECK,list_item,related,1,old
SNECK,list_item,related,1,old
TECK,list_item,related,1,old
HAPTE,crit_lure,related,2,new
BAPTE,list_item,related,1,old
DAPTE,list_item,related,1,old
VAPTE,list_item,related,1,old
SWAPTE,list_item,related,1,old
PRAPTE,list_item,related,1,old
BLAPTE,list_item,related,1,old
KLOOM,crit_lure,related,2,new
TROOM,list_item,related,1,old
FROOM,list_item,related,1,old
KROOM,list_item,related,1,old
FLOOM,list_item,related,1,old
SNOOM,list_item,related,1,old
VOOM,list_item,related,1,old
ZAISE,crit_lure,related,2,new
SAISE,list_item,related,1,old
VAISE,list_item,related,1,old
SNAISE,list_item,related,1,old
PAISE,list_item,related,1,old
JAISE,list_item,related,1,old
TAISE,list_item,related,1,old
TIFFY,crit_lure,unrelated,2,new
PRIFFY,list_item,unrelated,2,new
TRIFFY,list_item,unrelated,2,new
SIFFY,list_item,unrelated,2,new
BLIFFY,list_item,unrelated,2,new
ZIFFY,list_item,unrelated,2,new
GRIFFY,list_item,unrelated,2,new
VUTER,crit_lure,unrelated,2,new
SNUTER,list_item,unrelated,2,new
PLUTER,list_item,unrelated,2,new
BRUTER,list_item,unrelated,2,new
HUTER,list_item,unrelated,2,new
KLUTER,list_item,unrelated,2,new
CRUTER,list_item,unrelated,2,new
FLEAGLE,crit_lure,unrelated,2,new
KLEAGLE,list_item,unrelated,2,new
CREAGLE,list_item,unrelated,2,new
PLEAGLE,list_item,unrelated,2,new
GREAGLE,list_item,unrelated,2,new
PREAGLE,list_item,unrelated,2,new
SWEAGLE,list_item,unrelated,2,new
ZIQUE,crit_lure,unrelated,2,new
JIQUE,list_item,unrelated,2,new
NIQUE,list_item,unrelated,2,new
SHIQUE,list_item,unrelated,2,new
PLIQUE,list_item,unrelated,2,new
FRIQUE,list_item,unrelated,2,new
WIQUE,list_item,unrelated,2,new
PRUSS,crit_lure,unrelated,2,new
DRUSS,list_item,unrelated,2,new
ZUSS,list_item,unrelated,2,new
NUSS,list_item,unrelated,2,new
KRUSS,list_item,unrelated,2,new
GRUSS,list_item,unrelated,2,new
KUSS,list_item,unrelated,2,new
KATION,crit_lure,unrelated,2,new
FRATION,list_item,unrelated,2,new
JATION,list_item,unrelated,2,new
KRATION,list_item,unrelated,2,new
SNATION,list_item,unrelated,2,new
PLATION,list_item,unrelated,2,new
GRATION,list_item,unrelated,2,new
SWOWEN,crit_lure,unrelated,2,new
KROWEN,list_item,unrelated,2,new
TOWEN,list_item,unrelated,2,new
POWEN,list_item,unrelated,2,new
TROWEN,list_item,unrelated,2,new
CLOWEN,list_item,unrelated,2,new
FROWEN,list_item,unrelated,2,new
KLUMME,crit_lure,unrelated,2,new
DUMME,list_item,unrelated,2,new
GRUMME,list_item,unrelated,2,new
PUMME,list_item,unrelated,2,new
WUMME,list_item,unrelated,2,new
SWUMME,list_item,unrelated,2,new
KRUMME,list_item,unrelated,2,new
GROLOR,crit_lure,unrelated,2,new
TOLOR,list_item,unrelated,2,new
SWOLOR,list_item,unrelated,2,new
DROLOR,list_item,unrelated,2,new
PROLOR,list_item,unrelated,2,new
CROLOR,list_item,unrelated,2,new
PHOLOR,list_item,unrelated,2,new
PAZY,crit_lure,unrelated,2,new
BAZY,list_item,unrelated,2,new
GRAZY,list_item,unrelated,2,new
PRAZY,list_item,unrelated,2,new
ZAZY,list_item,unrelated,2,new
WAZY,list_item,unrelated,2,new
KAZY,list_item,unrelated,2,new
